,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
6100871,524,0,9395.16,0,210528.0,201132.84,0,0.0,0.0,0,0
5516434,380,0,54257.99,0,2264902.92,2319160.91,0,60034.81,5776.82,0,0
5718333,398,1,236929.28,0,30428.0,0.0,0,0.0,236929.28,0,0
2304034,188,0,21819.29,0,0.0,0.0,0,0.0,0.0,0,0
3526450,259,0,8810.55,0,5044.0,0.0,0,0.0,0.0,0,0
2655242,209,1,293618.11,0,0.0,0.0,0,714578.95,1008197.06,0,0
5026970,353,0,217.09,0,28030.0,27812.91,0,0.0,0.0,0,0
3143444,236,0,92932.39,0,4162.0,97094.39,0,3581990.09,3489057.7,0,0
3342638,253,0,64862.3,0,30758.0,95620.3,0,535768.68,470906.38,0,0
643884,35,1,169298.55,0,34466.0,0.0,0,0.0,169298.55,0,0
5096856,355,0,1917.65,0,0.0,0.0,0,0.0,0.0,0,0
4618584,329,0,36755.14,0,458.0,0.0,0,0.0,0.0,0,0
4582087,328,0,30316.31,0,18420.0,0.0,0,0.0,0.0,0,0
4531765,326,0,31598.93,0,46044.05,14445.13,0,0.0,0.0,0,0
2688154,210,0,22103.31,0,0.0,0.0,0,0.0,0.0,0,0
1790259,162,0,11000.9,0,530355.67,519354.77,0,0.0,0.0,0,0
5001980,353,0,11966.11,0,470.0,0.0,0,0.0,0.0,0,0
4025861,299,1,236789.83,0,7694.0,0.0,0,1699995.57,1812088.05,0,0
4422110,322,0,991.63,0,25719.09,24727.46,0,0.0,0.0,0,0
3074714,235,0,58886.3,0,177656.9,236543.21,0,1603743.44,1544857.13,0,0
710021,37,0,7743.31,0,741777.52,734034.2,0,0.0,0.0,0,0
4490918,324,1,184630.13,0,0.0,0.0,0,422195.89,606826.02,0,0
4380371,311,0,23746.99,0,49618.0,25871.01,0,0.0,0.0,0,0
4130548,302,0,602.1,0,21675.0,21072.9,0,0.0,0.0,0,0
3525609,259,0,515.24,0,486496.81,485981.57,0,0.0,0.0,0,0
2679404,210,1,199090.0,0,0.0,0.0,0,764445.66,963535.66,0,0
1055265,96,0,7423.62,0,700246.0,692822.38,0,0.0,0.0,0,0
5281450,372,1,387833.86,0,0.0,0.0,0,519880.72,907714.58,0,0
2312964,188,2,434994.36,0,0.0,0.0,0,2308847.64,2743842.0,0,0
2648755,209,1,120872.72,0,103856.0,0.0,0,146411.67,267284.38,0,0
4307705,307,0,3315.37,0,22160.0,18844.63,0,0.0,0.0,0,0
1204033,133,0,73904.06,0,33179.63,0.0,0,0.0,0.0,0,0
1479095,141,0,13143.67,0,91863.0,78719.33,0,0.0,0.0,0,0
127499,11,0,10699.7,0,23514.18,12814.49,0,0.0,0.0,0,0
2545840,206,1,24676.02,0,0.0,0.0,0,162156.6,186832.62,0,0
5454172,379,0,9694.96,0,61450.0,51755.04,0,0.0,0.0,0,0
5812334,401,0,21112.04,0,30577.0,9464.96,0,0.0,0.0,0,0
3254718,251,1,8602.76,0,0.0,0.0,0,20423.33,29026.09,0,0
5718712,398,1,20683.21,0,0.0,0.0,0,64804.99,85488.2,0,0
1772567,162,1,88896.65,0,11203.0,0.0,0,0.0,88896.65,0,0
803862,40,1,29879.62,0,0.0,0.0,0,687157.95,717037.57,0,0
4850018,347,0,26971.98,0,0.0,0.0,0,0.0,0.0,0,0
4285022,307,2,66321.58,0,20341.0,0.0,0,117515.3,183836.88,0,0
473951,19,0,27105.32,0,11906.0,39011.32,0,0.0,0.0,0,0
454212,19,1,325309.66,0,12008.0,0.0,0,132288.55,457598.22,0,0
3010060,232,1,109886.22,0,0.0,0.0,0,1732118.93,1842005.15,0,0
5487395,380,1,331336.83,0,19331.0,0.0,0,0.0,331336.83,0,0
3220438,250,1,388325.34,0,419242.0,30916.66,0,0.0,388325.34,0,0
1553608,154,0,2927.21,0,58067.0,55139.79,0,0.0,0.0,0,0
1214594,133,1,59912.68,0,30508.0,0.0,0,1744397.16,1804309.84,0,0
4651502,330,0,9929.19,0,0.0,0.0,0,0.0,0.0,0,0
2308299,188,2,108835.48,0,0.0,0.0,0,921160.64,1029996.12,0,0
3411947,256,0,12805.86,0,122960.17,110154.31,0,0.0,0.0,0,0
5770967,400,0,190886.57,0,727901.68,918788.25,0,16990215.03,16799328.47,0,0
4235982,306,0,7003.75,0,0.0,0.0,0,0.0,0.0,0,0
1182420,132,0,9289.44,0,158127.0,167416.44,0,0.0,0.0,0,0
6274613,637,1,388937.29,0,0.0,0.0,0,1111353.78,1500291.07,0,0
3377755,254,1,103165.26,0,5046.0,0.0,0,1054631.37,1157796.63,0,0
3326251,253,1,111231.87,0,124.0,0.0,0,0.0,111231.87,0,0
5539336,382,0,131779.93,0,11470.0,143249.93,0,87447.58,0.0,0,0
6317438,687,0,16540.39,0,0.0,0.0,0,0.0,0.0,0,0
3082179,235,0,8169.67,0,0.0,0.0,0,0.0,0.0,0,0
1329122,137,1,172741.68,0,305445.0,132703.32,0,219875.48,392617.16,0,0
3126388,236,1,186981.91,0,0.0,0.0,0,598269.38,785251.29,0,0
2696798,211,0,19333.4,0,32287.0,12953.6,0,0.0,0.0,0,0
2117629,183,1,69971.0,0,0.0,0.0,0,1319155.39,1389126.38,0,0
316332,16,0,2526.11,0,9028.32,6502.21,0,0.0,0.0,0,0
5683121,397,1,156474.96,0,11029.0,0.0,0,67576.09,224051.05,0,0
627708,34,0,29605.04,0,24125.36,0.0,0,0.0,0.0,0,0
5681415,397,1,28358.8,0,132700.0,104341.2,0,1087364.92,1115723.73,0,0
2134611,183,0,17951.93,0,0.0,0.0,0,0.0,0.0,0,0
5750859,399,1,114766.2,0,940.0,0.0,0,464395.13,579161.33,0,0
1656388,158,0,118684.85,0,463194.58,581879.43,0,637674.78,518989.93,0,0
292531,15,1,193865.69,0,0.0,0.0,0,2025022.09,2218887.77,0,0
718225,37,0,274599.56,0,11936986.49,12211586.05,0,597571.29,322971.72,0,0
2947798,230,1,309532.1,0,0.0,0.0,0,668162.88,977694.99,0,0
5999524,426,0,9086.22,0,6008.0,0.0,0,0.0,0.0,0,0
1978685,179,1,232515.0,0,0.0,0.0,0,1005332.58,1237847.58,0,0
6177810,565,0,11097.86,0,21410.0,10312.14,0,0.0,0.0,0,0
1859325,164,2,340197.36,0,0.0,0.0,0,8028327.55,8368524.92,0,0
2147261,184,0,150787.89,0,9076.0,159863.89,0,147944.93,0.0,0,0
5852845,402,0,12987.98,0,1098.0,14085.98,0,403147.76,390159.78,0,0
2130417,183,0,4038.09,0,51687.0,47648.91,0,0.0,0.0,0,0
3459289,257,1,10064.58,0,0.0,0.0,0,10834963.45,10845028.03,0,0
5382833,376,2,1573934.33,0,11514.0,0.0,0,1072984.61,2646918.94,0,0
3626386,274,1,87659.7,0,0.0,0.0,0,222078.28,309737.98,0,0
4728088,332,2,3807851.51,0,0.0,0.0,0,5209723.92,9017575.43,0,0
2896870,228,0,95042.53,0,23792.0,118834.53,0,1055794.36,960751.83,0,0
509104,20,0,1838.59,0,64793.0,62954.41,0,0.0,0.0,0,0
2546743,206,2,102287.44,0,0.0,0.0,0,188274.15,290561.58,0,0
2641547,209,0,6627.23,0,45496.0,38868.77,0,0.0,0.0,0,0
696660,36,1,181244.87,0,20892.0,0.0,0,0.0,181244.87,0,0
4582444,328,0,31993.07,0,0.0,0.0,0,0.0,0.0,0,0
4023772,299,0,6440.66,0,14792.0,8351.34,0,0.0,0.0,0,0
4859018,348,1,157360.67,0,608733.75,451373.08,0,569621.68,726982.35,0,0
558132,22,1,164315.25,0,2064.0,0.0,0,0.0,164315.25,0,0
2769697,213,1,114129.78,0,0.0,0.0,0,2327953.5,2442083.28,0,0
2186162,185,0,8760.15,0,0.0,0.0,0,0.0,0.0,0,0
5511355,380,0,32.26,0,162023.0,161990.74,0,0.0,0.0,0,0
747729,38,0,17308.24,0,19433.0,2124.76,0,0.0,0.0,0,0
5203923,370,2,1550160.11,0,125.0,0.0,0,30054.36,1713078.89,0,0
5980254,408,0,419068.78,0,11743787.03,12162855.8,0,1972327.48,1553258.7,0,0
2800184,217,0,86212.47,0,0.0,0.0,0,0.0,0.0,0,0
446997,19,0,10500.1,0,0.0,0.0,0,0.0,0.0,0,0
2190312,185,1,73518.27,0,280.0,0.0,0,1246839.5,1320357.77,0,0
5327286,374,1,287863.21,0,59765.0,0.0,0,165368.39,453231.6,0,0
4360408,309,0,128586.23,0,329789.0,458375.23,0,747024.91,618438.68,0,0
882928,42,2,702395.42,0,510023.0,0.0,0,70295.68,772691.1,0,0
57029,9,1,209263.42,0,0.0,0.0,0,3537102.05,4739739.77,0,0
2809262,225,1,289713.25,0,0.0,0.0,0,7461972.94,7751686.19,0,0
1220972,133,1,226623.22,0,54473.0,0.0,0,13161.3,239784.51,0,0
2357966,190,1,144971.53,0,0.0,0.0,0,412066.87,557038.4,0,0
4024816,299,1,434604.44,0,0.0,0.0,0,1375152.33,1809756.76,0,0
4871386,348,2,1426367.2,0,0.0,0.0,0,4240423.63,5666790.83,0,0
5239952,371,1,273549.61,0,273213.0,0.0,0,829842.14,1103391.75,0,0
1848537,163,2,870905.38,0,0.0,0.0,0,6765871.38,7636776.76,0,0
3749919,279,0,77172.28,0,67383.0,144555.28,0,4713622.64,4636450.36,0,0
591346,33,0,11070.2,0,289844.57,278774.36,0,0.0,0.0,0,0
725324,37,2,699994.05,0,52087.0,0.0,0,64253.6,764247.65,0,0
2855512,227,0,17016.67,0,0.0,0.0,0,0.0,0.0,0,0
5806467,401,0,233896.91,0,1566492.29,1800389.2,0,8649569.01,8415672.1,0,0
1694309,159,0,344107.01,0,4604790.43,4948897.44,0,843845.68,499738.67,0,0
5759330,400,0,161812.72,0,4476787.66,4638600.37,0,6771565.93,6609753.22,0,0
6114182,527,0,4259.16,0,0.0,0.0,0,0.0,0.0,0,0
3338,2,2,217743.76,0,0.0,0.0,0,1096187.24,1313931.0,0,0
5940433,404,1,53088.53,0,5356.0,0.0,0,0.0,53088.53,0,0
1980787,179,2,1218717.81,0,14324.0,0.0,0,1515691.55,2734409.36,0,0
2558304,206,2,1065270.42,0,0.0,0.0,0,1582487.46,2647757.88,0,0
5004580,353,0,176262.35,0,1149160.66,1325423.01,0,4216379.94,4090581.15,0,0
4138163,303,1,156834.0,0,6330.0,0.0,0,0.0,156834.0,0,0
2536441,205,0,57590.16,0,3987210.58,4044800.74,0,3950466.91,3892876.75,0,0
314099,16,0,177579.22,0,9564297.6,9741876.81,0,247026.0,0.0,0,0
4599279,328,1,71748.24,0,0.0,0.0,0,488817.04,560565.27,0,0
2822992,226,0,22936.44,0,2706.35,0.0,0,0.0,0.0,0,0
3467695,258,2,502011.06,0,0.0,0.0,0,5699189.96,6201201.02,0,0
2951393,230,1,390908.21,0,61945.0,0.0,0,188194.61,579102.82,0,0
2934591,229,2,258960.73,0,317443.93,58483.2,0,352550.74,611511.46,0,0
4278902,307,0,19653.3,0,0.0,0.0,0,0.0,0.0,0,0
1420564,139,1,267239.35,0,0.0,0.0,0,584453.35,851692.7,0,0
1579727,155,0,23782.55,0,49919.0,26136.45,0,0.0,0.0,0,0
1572901,155,0,30305.57,0,657442.41,627136.84,0,0.0,0.0,0,0
2537909,205,2,115631.71,0,0.0,0.0,0,240907.38,356539.09,0,0
6351348,705,0,1312.51,0,0.0,0.0,0,0.0,0.0,0,0
4200464,305,0,405497.08,0,5589.0,411086.08,0,1587611.68,1182114.6,0,0
1411188,139,0,67875.69,0,3728974.55,3796850.24,0,232755.63,164879.94,0,0
5392592,377,1,17267.58,0,51885.0,34617.42,0,46289.79,63557.37,0,0
2917083,229,0,3654.06,0,0.0,0.0,0,0.0,0.0,0,0
6153971,547,0,24320.77,0,103163.0,78842.23,0,0.0,0.0,0,0
5155307,357,1,73795.73,0,10714.0,0.0,0,0.0,73795.73,0,0
5720926,398,2,1277394.08,0,56444.43,0.0,0,1292343.14,2569737.22,0,0
5087279,355,1,80261.75,0,206255.0,125993.25,0,182842.86,263104.61,0,0
2123273,183,0,23965.21,0,0.0,0.0,0,0.0,0.0,0,0
4658985,330,0,131228.43,0,720186.49,851414.91,0,144330.66,13102.23,0,0
1262394,134,0,20248.93,0,1706.0,0.0,0,0.0,0.0,0,0
2354655,190,0,2727.51,0,662.0,0.0,0,0.0,0.0,0,0
1514442,153,1,157996.17,0,0.0,0.0,0,3425800.85,3583797.02,0,0
1405112,139,0,166112.84,0,125958.99,292071.83,0,318226.2,152113.35,0,0
1728078,160,0,973.42,0,74915.16,73941.74,0,0.0,0.0,0,0
2563266,206,1,61822.56,0,0.0,0.0,0,244513.8,306336.36,0,0
3761204,279,1,132095.26,0,125731.0,0.0,0,2017069.28,2149164.54,0,0
4947167,351,0,5177.48,0,5156.0,0.0,0,0.0,0.0,0,0
1924218,167,0,180292.57,0,6357628.79,6537921.36,0,378353.57,198061.0,0,0
2163118,184,0,10320.72,0,12045.0,1724.28,0,0.0,0.0,0,0
3966805,297,0,2220.67,0,190071.77,187851.1,0,0.0,0.0,0,0
3252001,251,0,16054.0,0,0.0,0.0,0,0.0,0.0,0,0
4912679,349,1,274225.39,0,0.0,0.0,0,5885508.1,6159733.5,0,0
3398309,255,2,217964.76,0,0.0,0.0,0,4514366.5,4732331.26,0,0
4693295,331,0,38426.28,0,106162.25,67735.98,0,0.0,0.0,0,0
3555088,260,0,6489.08,0,0.0,0.0,0,0.0,0.0,0,0
249906,14,1,142965.28,0,0.0,0.0,0,520894.63,409407.12,0,0
2169642,185,0,6972.36,0,0.0,0.0,0,0.0,0.0,0,0
998744,45,1,208973.83,0,0.0,0.0,0,350079.49,559053.31,0,0
3203730,249,0,265529.13,0,10014774.62,10280303.75,0,700869.02,435339.88,0,0
394741,18,1,237152.42,0,0.0,0.0,0,530672.23,767824.65,0,0
2914263,229,1,498684.54,0,21421.0,0.0,0,186429.79,685114.33,0,0
5559409,384,1,322176.75,0,0.0,0.0,0,1121624.83,1443801.58,0,0
2833763,226,0,2451.72,0,4604424.65,4606876.37,0,855760.13,853308.41,0,0
3026746,233,0,929.34,0,14921.0,13991.66,0,0.0,0.0,0,0
1200870,133,1,647228.68,0,162.0,0.0,0,0.0,647228.68,0,0
5718070,398,1,48450.63,0,0.0,0.0,0,2058309.46,2106760.09,0,0
3243952,250,0,327363.2,0,813822.1,1141185.29,0,372365.88,45002.68,0,0
97747,10,0,13181.88,0,0.0,0.0,0,0.0,0.0,0,0
375831,17,1,135703.76,0,0.0,0.0,0,1057503.78,1302604.2,0,0
3299163,252,1,442817.47,0,0.0,0.0,0,2686617.53,3129435.0,0,0
6346398,694,0,7196.23,0,64684.06,57487.82,0,0.0,0.0,0,0
354711,17,0,172781.34,0,39975.0,212756.34,0,7246338.37,7073557.03,0,0
3901834,284,1,66618.2,0,7849.0,0.0,0,1345212.82,1411831.02,0,0
138110,11,2,436567.82,0,12007.0,0.0,0,58887.1,495454.93,0,0
887581,42,0,16127.35,0,504059.98,487932.63,0,0.0,0.0,0,0
410571,18,0,57950.1,0,4082423.12,4140373.22,0,660420.75,602470.65,0,0
6015231,451,1,183659.03,0,26991.22,0.0,0,5413085.23,5596744.26,0,0
2150050,184,1,196767.99,0,103345.0,0.0,0,3177736.82,3374504.81,0,0
2633126,209,1,48839.32,0,564.0,0.0,0,7673.46,56512.78,0,0
4581180,328,0,802.39,0,714373.78,713571.39,0,0.0,0.0,0,0
3405281,255,0,9166.32,0,57849.88,48683.56,0,0.0,0.0,0,0
283087,15,1,107365.05,0,0.0,0.0,0,1032941.67,819836.78,0,0
2706948,211,1,26933.73,0,0.0,0.0,0,86268.22,113201.95,0,0
2045900,181,1,140353.93,0,100109.0,0.0,0,0.0,140353.93,0,0
1961880,178,0,106205.77,0,935816.84,1042022.61,0,11087575.13,10981369.35,0,0
1807868,163,1,1731.12,0,0.0,0.0,0,1827112.39,1828843.51,0,0
4246572,306,0,136773.69,0,9905.0,146678.69,0,50907.0,0.0,0,0
5732054,399,2,37984.91,0,0.0,0.0,0,203686.0,241670.91,0,0
522349,20,0,14223.53,0,2929795.76,2944019.29,0,3121407.5,3107183.96,0,0
525197,20,0,240350.02,0,49271.0,289621.02,0,31247.15,0.0,0,0
1535288,154,1,271344.58,0,0.0,0.0,0,6986380.21,7257724.79,0,0
6001514,426,0,36040.33,0,67765.32,31724.99,0,0.0,0.0,0,0
2053728,181,0,24188.81,0,36435.0,12246.19,0,0.0,0.0,0,0
4077638,301,0,101436.96,0,12381469.28,12482906.24,0,3101082.6,2999645.64,0,0
2845207,226,0,260124.08,0,5722206.76,5982330.84,0,411156.63,151032.54,0,0
264395,15,0,16017.48,0,61514.0,45496.52,0,0.0,0.0,0,0
3985441,298,2,2543542.49,0,0.0,0.0,0,5347633.91,7891176.4,0,0
3855762,283,0,69773.56,0,91665.93,21892.37,0,0.0,0.0,0,0
5175915,359,2,37584.17,0,171.0,0.0,0,0.0,37584.17,0,0
2489973,204,1,131125.23,0,0.0,0.0,0,1512084.72,1643209.94,0,0
2293416,187,0,15187.8,0,24327.0,9139.2,0,0.0,0.0,0,0
1289637,135,1,144675.54,0,0.0,0.0,0,1361550.64,1506226.18,0,0
2305809,188,1,2569.11,0,17817.85,15248.74,0,21112.0,23681.11,0,0
6179993,565,1,168158.24,0,207269.0,39110.76,0,1322615.59,1490773.83,0,0
3238621,250,0,293730.56,0,116.0,293846.56,0,0.0,0.0,0,0
4988042,352,0,2416.92,0,33244.0,30827.08,0,0.0,0.0,0,0
5326890,374,2,615436.59,0,83687.0,0.0,0,758821.45,1374258.04,0,0
497989,20,0,24241.52,0,767900.18,792141.7,0,225130.04,200888.52,0,0
1475783,141,0,11284.28,0,103420.0,92135.72,0,0.0,0.0,0,0
559187,22,0,15902.53,0,126202.6,110300.06,0,0.0,0.0,0,0
5069456,355,0,7977.7,0,0.0,0.0,0,0.0,0.0,0,0
3433702,256,1,125186.4,0,8524.0,0.0,0,0.0,125186.4,0,0
3034366,234,0,232503.66,0,32207.0,264710.66,0,372235.22,139731.56,0,0
3261793,251,0,12178.54,0,0.0,0.0,0,0.0,0.0,0,0
5134747,356,1,5887.12,0,366.0,0.0,0,1804455.51,1810342.62,0,0
2449887,203,2,165713.29,0,0.0,0.0,0,1047352.42,1213065.71,0,0
1606145,156,1,100749.03,0,0.0,0.0,0,8475383.34,8576132.38,0,0
287824,15,0,5143.79,0,28466.45,23322.66,0,0.0,0.0,0,0
5752388,399,0,7101.29,0,138294.13,131192.83,0,0.0,0.0,0,0
4642760,330,1,454045.64,0,58100.07,0.0,0,1650613.52,2104659.16,0,0
1708122,160,0,2256.34,0,303446.0,301189.66,0,0.0,0.0,0,0
4298147,307,0,17361.08,0,8015.0,0.0,0,0.0,0.0,0,0
4621742,329,1,80307.7,0,0.0,0.0,0,712488.25,1185171.14,0,0
1886800,164,2,376787.68,0,91956.0,0.0,0,0.0,376787.68,0,0
4987719,352,1,15101.01,0,1114.0,0.0,0,5272.85,20373.86,0,0
4559505,327,0,1344.75,0,164.0,0.0,0,0.0,0.0,0,0
4775286,335,0,8413.99,0,160580.0,152166.01,0,0.0,0.0,0,0
3588490,262,0,704531.41,0,2858818.65,3563350.06,0,1608489.64,903958.22,0,0
2031731,180,1,187498.87,0,19983.0,0.0,0,62798.44,250297.31,0,0
897046,42,0,136757.07,0,894706.47,1031463.54,0,2567842.52,2537573.39,0,0
271771,15,2,44188.54,0,14290.0,0.0,0,0.0,44188.54,0,0
2235120,186,1,143274.03,0,127130.0,0.0,0,0.0,143274.03,0,0
4392542,321,1,317086.4,0,42032.0,0.0,0,216294.19,533380.59,0,0
2326374,188,0,6495.29,0,259752.0,253256.71,0,0.0,0.0,0,0
1706166,160,1,348877.06,0,10258.0,0.0,0,0.0,348877.06,0,0
2638501,209,0,8942.99,0,0.0,0.0,0,0.0,0.0,0,0
2943838,230,0,4333.06,0,0.0,0.0,0,0.0,0.0,0,0
6180696,565,1,124435.31,0,0.0,0.0,0,903002.21,1027437.53,0,0
2698754,211,1,41202.33,0,111885.0,70682.67,0,269356.21,310558.54,0,0
3929111,285,0,16850.17,0,348.0,0.0,0,0.0,0.0,0,0
305354,15,0,1742.04,0,11010.0,9267.96,0,0.0,0.0,0,0
3627076,274,0,19588.44,0,222708.85,203120.41,0,0.0,0.0,0,0
3839746,282,1,115468.31,0,0.0,0.0,0,2416018.09,2531486.4,0,0
2511576,205,1,38796.98,0,50036.0,11239.02,0,2179204.16,2218001.15,0,0
6056233,500,0,214911.33,0,69915.0,284826.33,0,2302412.48,2087501.15,0,0
1181781,132,0,287952.66,0,11277.0,299229.66,0,292266.92,388615.4,0,0
1759419,161,1,105678.97,0,0.0,0.0,0,150715.75,40170.85,0,0
2578870,207,0,3355.31,0,35785.46,39140.77,0,90117.59,86762.28,0,0
3421909,256,0,5283.62,0,46143.0,40859.38,0,0.0,0.0,0,0
4640830,330,0,839.31,0,0.0,0.0,0,0.0,0.0,0,0
1835597,163,1,80615.62,0,21293.0,0.0,0,608187.03,688802.65,0,0
5463865,379,1,92335.76,0,777843.0,685507.24,0,251056.73,343392.49,0,0
900203,42,0,136209.01,0,11528.0,147737.01,0,54982.71,245804.99,0,0
3938117,286,1,49270.68,0,0.0,0.0,0,466353.16,515623.84,0,0
5548198,382,0,68269.52,0,9495878.52,9564148.04,0,2161219.92,2092950.4,0,0
661891,36,0,1376.09,0,0.0,0.0,0,0.0,0.0,0,0
3059024,234,1,263379.76,0,0.0,0.0,0,425348.32,688728.08,0,0
3429075,256,0,366995.77,0,2081.0,369076.77,0,0.0,0.0,0,0
1222580,133,1,228727.48,0,32028.0,0.0,0,517212.79,783880.42,0,0
1589825,155,1,113222.0,0,0.0,0.0,0,330560.18,443782.17,0,0
4540903,326,0,3813.59,0,0.0,0.0,0,0.0,0.0,0,0
463781,19,0,112132.14,0,2052578.06,2164710.19,0,19128477.04,18882507.48,0,0
2334933,188,0,171022.22,0,172.0,171194.22,0,76558.63,0.0,0,0
668652,36,1,278676.62,0,0.0,0.0,0,312541.23,591217.86,0,0
947524,44,1,30392.31,0,0.0,0.0,0,473878.71,504271.01,0,0
3874025,283,1,69059.76,0,59741.0,0.0,0,632158.67,701218.43,0,0
3187388,240,1,26276.36,0,0.0,0.0,0,48096.95,74373.31,0,0
2095618,182,2,413939.84,0,0.0,0.0,0,1120617.07,1534556.91,0,0
3803944,281,0,11182.05,0,10623.0,0.0,0,0.0,0.0,0,0
2757839,212,2,297647.73,0,0.0,0.0,0,8770517.78,9068165.51,0,0
3785778,280,1,156948.2,0,10402.0,0.0,0,0.0,156948.2,0,0
3496347,259,1,222321.74,0,298641.0,76319.26,0,0.0,222321.74,0,0
5274460,372,2,444306.2,0,50122.0,0.0,0,2870967.01,3315273.22,0,0
2036299,180,0,15000.97,0,0.0,0.0,0,0.0,0.0,0,0
4266469,307,1,105420.19,0,0.0,0.0,0,321666.33,427086.52,0,0
2450885,203,0,114471.11,0,148483.0,262954.11,0,2702951.16,2588480.05,0,0
1358806,138,0,214930.3,0,4289191.39,4504121.68,0,2636688.57,2421758.27,0,0
5623585,395,1,141065.01,0,21496.0,0.0,0,487285.61,628350.63,0,0
3951109,287,1,209429.32,0,0.0,0.0,0,220777.7,430207.02,0,0
35406,9,2,1905438.97,0,0.0,0.0,0,8144736.91,10064223.73,0,0
213902,13,1,74965.39,0,4094.0,0.0,0,120319.0,195284.39,0,0
2259714,187,0,2996.4,0,80956.0,77959.6,0,0.0,0.0,0,0
579331,33,0,27628.58,0,59443.0,31814.42,0,0.0,0.0,0,0
3289334,252,0,205475.09,0,1305911.59,1511386.68,0,562680.36,357205.27,0,0
3863839,283,0,12945.83,0,51376.0,38430.17,0,0.0,0.0,0,0
1101162,130,2,1763371.93,0,0.0,0.0,0,28221939.83,29985311.77,0,0
2109174,183,1,87634.26,0,0.0,0.0,0,916638.98,1004273.24,0,0
3867642,283,1,13861.73,0,197230.0,183368.27,0,1520663.33,1534525.06,0,0
2299762,188,2,857462.47,0,0.0,0.0,0,2132504.62,2989967.09,0,0
1380219,138,0,374477.02,0,32738.0,407215.02,0,45469.62,0.0,0,0
4149944,303,1,38572.67,0,10872.0,0.0,0,1407293.56,1445866.23,0,0
2440780,203,1,129483.34,0,878.0,0.0,0,0.0,129483.34,0,0
5393643,377,1,153481.53,0,0.0,0.0,0,334329.21,487810.75,0,0
2203762,185,0,42991.39,0,12075557.27,12118548.65,0,65178.99,22187.6,0,0
5177199,359,0,3429.53,0,20694.0,24123.53,0,0.0,0.0,0,0
4740126,332,0,2751.77,0,0.0,0.0,0,0.0,0.0,0,0
168048,12,0,17007.6,0,5804.0,0.0,0,0.0,0.0,0,0
748855,38,1,493842.46,0,67705.56,0.0,0,4259308.86,4753151.33,0,0
4789038,345,1,281803.76,0,0.0,0.0,0,4628620.53,4910424.29,0,0
2397279,201,0,4532.37,0,0.0,0.0,0,0.0,0.0,0,0
2457008,203,0,2492.06,0,1646784.05,1649276.11,0,2978379.62,2975887.56,0,0
5326436,374,2,583605.19,0,53666.0,0.0,0,1077129.1,1660734.29,0,0
3929831,285,1,148898.95,0,0.0,0.0,0,166194.74,315093.7,0,0
4319606,308,1,121026.67,0,0.0,0.0,0,159624.36,280651.03,0,0
3147789,236,1,37031.7,0,474.0,0.0,0,88415.45,125447.16,0,0
3689826,277,0,2266.88,0,0.0,0.0,0,0.0,0.0,0,0
1206119,133,0,6446.92,0,0.0,0.0,0,0.0,0.0,0,0
6008912,439,0,2797.14,0,20166.0,17368.86,0,41793.61,44590.75,0,0
3478829,258,1,164482.8,0,0.0,0.0,0,9778967.63,9943450.43,0,0
1002511,45,1,84979.12,0,9088.0,0.0,0,6922361.09,7007340.21,0,0
2878547,228,1,266166.24,0,0.0,0.0,0,309204.84,575371.08,0,0
6075523,518,1,273831.76,0,164.0,0.0,0,0.0,273831.76,0,0
6087042,522,0,60826.99,0,2947699.72,3008526.71,0,658472.94,597645.94,0,0
1767867,162,0,29832.27,0,0.0,0.0,0,0.0,0.0,0,0
2123683,183,1,111299.62,0,0.0,0.0,0,1846459.73,1957759.35,0,0
3185049,239,0,3161.28,0,124750.0,121588.72,0,0.0,0.0,0,0
84145,10,1,154218.49,0,0.0,0.0,0,179767.97,333986.45,0,0
1986231,179,1,2915.75,0,69363.0,66447.25,0,4357393.8,4360309.54,0,0
4888472,349,0,35189.51,0,4129.0,0.0,0,0.0,0.0,0,0
3689312,277,0,849.8,0,3966779.53,3967629.33,0,662290.43,661440.64,0,0
3346558,253,0,1581.3,0,70451.16,68869.86,0,0.0,0.0,0,0
1465369,140,0,21579.04,0,0.0,0.0,0,0.0,0.0,0,0
479591,19,0,6497.4,0,0.0,0.0,0,0.0,0.0,0,0
2472710,204,1,115446.32,0,31663.0,0.0,0,0.0,115446.32,0,0
5731871,399,2,1686995.79,0,58196.0,0.0,0,308644.44,1995640.23,0,0
1161476,132,0,8600.2,0,142492.0,133891.8,0,0.0,0.0,0,0
219368,13,0,2923.37,0,301270.96,298347.59,0,0.0,0.0,0,0
3526977,259,1,22192.66,0,11294.0,0.0,0,335729.59,357922.26,0,0
5299361,373,1,250060.5,0,0.0,0.0,0,7952250.44,8202310.94,0,0
2396223,201,1,516319.86,0,378.0,0.0,0,0.0,516319.86,0,0
5824196,402,0,17337.7,0,2753971.24,2771308.94,0,103159.22,85821.52,0,0
1851138,164,0,5607.9,0,426865.68,421257.78,0,0.0,0.0,0,0
4981355,352,0,28764.29,0,14561.0,0.0,0,0.0,0.0,0,0
2691319,211,0,7837.17,0,110416.59,102579.43,0,0.0,0.0,0,0
3139872,236,2,205467.66,0,11485.0,0.0,0,8602.8,214070.46,0,0
22707,8,0,7344.71,0,72117.0,64772.29,0,0.0,0.0,0,0
